1681047000000,27901.38000000,27909.83000000,27889.25000000,27904.99000000,181.34990000,1681047899999,5059144.09937360,6564,85.74951000,2392045.52658340,0
1681047900000,27904.99000000,27905.63000000,27904.87000000,27905.62000000,81.45575000,1681048799999,2273015.66249750,4443,48.48458000,1352958.45899420,0
1681048800000,27905.62000000,27918.71000000,27905.62000000,27918.01000000,129.22827000,1681049699999,3607195.70930680,5028,57.46386000,1603995.33294630,0
1681049700000,27918.01000000,27925.01000000,27800.00000000,27844.58000000,701.26694000,1681050599999,19522729.15906430,15580,284.33929000,7915055.18366160,0
1681050600000,27844.59000000,27871.17000000,27820.91000000,27863.48000000,203.49618000,1681051499999,5667604.27229710,6597,114.08937000,3177515.15076140,0
1681051500000,27863.49000000,27882.03000000,27839.50000000,27866.49000000,255.99470000,1681052399999,7132777.39217500,7523,104.93720000,2923701.88157820,0
1681052400000,27866.48000000,27891.56000000,27835.26000000,27888.95000000,299.26316000,1681053299999,8337287.73383980,7444,172.72610000,4811945.06288390,0
1681053300000,27888.96000000,27888.97000000,27870.00000000,27887.49000000,189.46277000,1681054199999,5281569.66865160,6473,88.37571000,2463511.94640660,0
1681054200000,27887.48000000,27914.00000000,27861.35000000,27912.60000000,223.30338000,1681055099999,6227938.27555130,7504,145.37771000,4054554.56554440,0
1681055100000,27912.61000000,27918.26000000,27884.20000000,27891.91000000,193.80411000,1681055999999,5407861.49061050,6919,92.10738000,2569857.35101850,0
1681056000000,27891.91000000,27913.98000000,27890.75000000,27913.98000000,132.19274000,1681056899999,3687971.83332490,4831,87.94904000,2453684.39737850,0
1681056900000,27913.97000000,27920.00000000,27909.14000000,27911.08000000,116.95175000,1681057799999,3264556.55108630,4702,61.45399000,1715397.23372150,0
1681057800000,27911.07000000,27942.55000000,27910.51000000,27921.21000000,258.08221000,1681058699999,7207351.57790950,6682,146.20438000,4082707.01498470,0
1681058700000,27921.21000000,27933.10000000,27893.98000000,27896.98000000,180.33855000,1681059599999,5032667.73942290,4809,83.12432000,2319661.13274680,0
1681059600000,27896.97000000,27904.37000000,27894.00000000,27900.32000000,115.37918000,1681060499999,3219008.08103100,4065,54.11019000,1509562.15809810,0
1681060500000,27900.32000000,27903.23000000,27879.97000000,27885.86000000,140.33549000,1681061399999,3914055.32734530,4264,39.30087000,1095988.02233340,0
1681061400000,27885.86000000,27906.29000000,27876.68000000,27876.70000000,172.80474000,1681062299999,4819036.88307190,6457,89.90944000,2507255.57905350,0
1681062300000,27876.69000000,27930.10000000,27876.68000000,27906.68000000,152.05086000,1681063199999,4243288.13393200,5274,91.37909000,2549959.12126290,0
1681063200000,27906.67000000,27936.24000000,27906.67000000,27936.23000000,134.31039000,1681064099999,3749408.33284090,4690,84.64250000,2362834.40083990,0
1681064100000,27936.24000000,27941.77000000,27924.26000000,27925.24000000,105.74402000,1681064999999,2953474.82077080,4636,41.64098000,1163032.45976340,0
1681065000000,27925.25000000,27943.75000000,27918.78000000,27942.98000000,152.64273000,1681065899999,4263559.08836050,4774,95.61849000,2670864.26740890,0
1681065900000,27942.98000000,28050.00000000,27937.63000000,28026.72000000,760.42514000,1681066799999,21300862.88397010,16520,474.84949000,13300220.59754280,0
1681066800000,28027.18000000,28085.00000000,27998.88000000,28084.99000000,588.04115000,1681067699999,16483494.41711980,12610,344.71323000,9663648.16443060,0
1681067700000,28085.00000000,28250.00000000,28084.99000000,28189.93000000,2114.12388000,1681068599999,59604075.52645660,38371,1223.23463000,34478956.17612700,0
1681068600000,28189.93000000,28232.28000000,28081.30000000,28099.38000000,1037.09794000,1681069499999,29197905.92114790,19968,485.30657000,13664454.47779530,0
1681069500000,28099.38000000,28150.00000000,28086.85000000,28140.40000000,366.86954000,1681070399999,10317345.29290360,9162,207.13741000,5824852.09419060,0
1681070400000,28140.41000000,28160.67000000,28113.63000000,28116.87000000,283.39943000,1681071299999,7973149.31069250,7863,125.67051000,3535501.02713880,0
1681071300000,28116.88000000,28129.13000000,28094.50000000,28115.32000000,255.60884000,1681072199999,7186105.76213230,6891,103.95349000,2922212.32722320,0
1681072200000,28115.33000000,28149.85000000,28113.99000000,28120.79000000,204.15251000,1681073099999,5742188.95978470,5852,100.44601000,2825081.94171710,0
1681073100000,28120.80000000,28121.15000000,28100.00000000,28114.63000000,179.96379000,1681073999999,5059062.25693790,5333,84.35354000,2371152.91101350,0
1681074000000,28114.63000000,28194.41000000,28114.63000000,28174.60000000,389.15819000,1681074899999,10954306.13230690,8632,242.55187000,6826745.21186340,0
1681074900000,28174.59000000,28345.63000000,28147.37000000,28315.68000000,808.03546000,1681075799999,22815942.46039610,17043,540.31381000,15257268.42154880,0
1681075800000,28316.18000000,28398.00000000,28231.92000000,28324.72000000,877.56859000,1681076699999,24839107.93968360,18478,480.09666000,13589778.12786170,0
1681076700000,28324.73000000,28476.34000000,28324.72000000,28437.19000000,1344.91553000,1681077599999,38218371.54418120,24956,739.08446000,20999951.94090790,0
1681077600000,28437.20000000,28530.00000000,28395.92000000,28409.46000000,1680.32711000,1681078499999,47859037.75397060,27377,921.74476000,26254774.56278470,0
1681078500000,28409.46000000,28456.47000000,28395.72000000,28429.09000000,669.09019000,1681079399999,19022382.65118040,11886,338.54987000,9624652.38236180,0
1681079400000,28429.08000000,28446.92000000,28365.59000000,28373.15000000,821.21748000,1681080299999,23319161.89905800,11564,347.19701000,9858108.69809790,0
1681080300000,28373.15000000,28410.00000000,28360.00000000,28371.39000000,493.75579000,1681081199999,14013977.92278850,8479,255.53469000,7252684.89091620,0
